Gender,Age,Married,Number_of_Dependents,City,avg_age,avg_monthly_charge,avg_total_charge
Female,33,No,0,"Redwood City",33.0000,105.55,5682.25
Female,73,Yes,0,Branscomb,73.0000,69.25,69.25
Male,29,Yes,1,Fresno,29.0000,75.5,4025.6
Male,62,Yes,0,Winters,62.0000,101.1,1504.05
Female,40,Yes,0,"Diamond Bar",40.0000,86.05,1818.9
Male,42,Yes,0,"Oro Grande",42.0000,95,95
Female,74,No,0,"Buena Park",74.0000,70.75,154.85
Male,24,Yes,0,Richmond,24.0000,72.45,4653.85
Female,61,Yes,1,Yreka,61.0000,85.8,4433.3
Male,42,No,0,"Los Angeles",42.0000,83.2,1060.6
Male,20,No,0,Stockton,20.0000,19.65,67.55
Female,65,No,0,Biola,65.0000,110,4874.8
Female,24,Yes,0,Pasadena,24.0000,94.85,5000.2
Female,41,No,0,Elverta,41.0000,105.95,4335.2
Male,64,No,1,"North Hills",64.0000,54.15,1312.45
Male,19,No,0,"Los Angeles",19.0000,86.15,1273.825
Female,45,Yes,0,"Westlake Village",45.0000,58.75,3437.45
Female,56,Yes,6,"La Mesa",56.0000,95.4,4613.95
Male,45,No,0,"Santa Barbara",45.0000,68.25,576.95
Male,28,No,0,"Dutch Flat",28.0000,101.7,364.55
Female,64,Yes,0,"San Diego",64.0000,55.575,1268.9
Female,79,No,0,"Mi Wuk Village",79.0000,75.5,5212.65
Male,56,Yes,0,Milpitas,56.0000,65.85,902.25
Female,32,No,0,"West Hollywood",32.0000,65,2157.5
Female,70,No,0,Stockton,70.0000,74.55,622.9
Male,77,No,0,Madera,77.0000,93.75,5625.55
Female,52,No,0,Norco,52.0000,61.65,713.75
Female,45,No,0,"Half Moon Bay",45.0000,100.4,715
Female,68,No,0,Davis,68.0000,74.9,321.75
Female,73,Yes,0,Fallbrook,73.0000,89.375,1471.1
Male,54,No,0,"Gold Run",54.0000,85.25,3704.15
Female,67,No,0,"Dos Rios",67.0000,34.2,1596.6
Female,29,No,0,Manteca,29.0000,89.65,3348.1
Female,66,No,0,Fresno,66.0000,100,5509.3
Male,41,No,0,"Los Angeles",41.0000,97.65,6743.55
Male,35,Yes,0,Yermo,35.0000,79.9,741.7
Male,48,Yes,3,"Grover Beach",48.0000,90.3,6287.3
Male,53,No,0,"Redwood City",53.0000,94.3,2679.7
Female,24,Yes,0,Downey,24.0000,20.4,1090.65
Female,30,Yes,0,"Death Valley",30.0000,25.05,1270.25
Male,43,No,0,"San Francisco",43.0000,55.65,1400.55
Male,44,No,1,Covina,44.0000,70.7,225.65
Female,61,Yes,1,"Mountain View",61.0000,53.8,3952.45
Male,52,Yes,0,Fullerton,52.0000,99.15,7422.1
Male,50,Yes,0,Fallbrook,50.0000,50.05,179.35
Female,64,No,0,Adin,64.0000,82.3,82.3
Female,50,Yes,0,"Butte City",50.0000,69.75,3562.5
Female,42,Yes,3,Bakersfield,42.0000,56.15,2898.95
Male,39,No,0,Mecca,39.0000,86.65,6224.8
Female,31,Yes,2,Inglewood,31.0000,86.8,5327.25
Male,22,No,0,Kingsburg,22.0000,25.05,56.35
Male,38,Yes,0,Tarzana,38.0000,109.5,7534.65
Female,68,Yes,0,"Buena Park",68.0000,45.3,528.45
Male,43,No,0,Temecula,43.0000,91.25,4738.3
Male,44,No,0,Hyampom,44.0000,20.75,141.1
Male,25,Yes,1,Covina,25.0000,19.9,76.65
Male,63,No,0,Cool,63.0000,95.85,197.7
Male,35,No,0,"Pauma Valley",35.0000,33.7,1537.85
Male,29,Yes,3,"June Lake",29.0000,63.35,3409.1
Female,58,No,0,Colton,58.0000,19.3,19.3
Female,44,Yes,2,"Carmel Valley",44.0000,65.7,4575.35
Male,56,No,0,Brawley,56.0000,74.6,4798.4
Female,49,Yes,1,"Big Bear Lake",49.0000,112.95,1882.55
Male,33,No,0,Lodi,33.0000,88.35,262.05
Male,19,Yes,2,Stockton,19.0000,65.15,723.35
Female,44,Yes,1,Pala,44.0000,59.7,4122.65
Male,43,No,0,Anaheim,43.0000,34.7,296.1
Male,60,No,0,Oakland,60.0000,20.65,1125.6
Male,65,No,0,"San Francisco",65.0000,100.5,918.6
Male,26,Yes,0,Newman,26.0000,23.75,1446.8
Male,22,No,1,Spreckels,22.0000,19.9,1529.65
Female,72,No,0,"Valley Village",72.0000,108.1,7238.6
Male,68,No,0,"San Diego",68.0000,25.016666666666666,500.20000000000005
Male,36,No,0,"Carmel Valley",36.0000,20.6,330.25
Male,54,Yes,0,Tustin,54.0000,19.55,1108.8
Female,27,No,0,"Los Angeles",27.0000,69.9,1428.2
Male,29,Yes,1,Pasadena,29.0000,20.3,1401.15
Male,36,Yes,0,"San Diego",36.0000,109.9,7332.4
Male,25,Yes,0,Fullerton,25.0000,90.4,6668.05
Male,80,No,0,Bishop,80.0000,25.4,1809.35
Female,24,Yes,3,Grenada,24.0000,46.3,639.45
Female,49,No,1,"Foothill Ranch",49.0000,25.2,321.05
Female,59,Yes,1,"Palm Desert",59.0000,24.45,993.15
Female,43,No,2,Woodland,43.0000,55.1,154.65
Female,54,Yes,0,Chowchilla,54.0000,78.4,1832.4
Female,31,No,0,"Rohnert Park",31.0000,74,3877.65
Female,50,No,2,Alameda,50.0000,30.15,382.2
Male,65,Yes,0,"Corona Del Mar",65.0000,70.85,70.85
Male,48,No,0,Alderpoint,48.0000,77.8,4323.35
Female,54,Yes,0,"Morgan Hill",54.0000,99,4135
Male,35,No,0,"Kettleman City",35.0000,20.75,44.2
Male,26,No,0,Altadena,26.0000,75.5,75.5
Male,80,No,0,"Los Angeles",80.0000,81.45,2122.05
Male,48,Yes,3,Lafayette,48.0000,66.7,1077.05
Female,19,No,0,Posey,19.0000,34.7,62.25
Female,76,Yes,0,"Los Angeles",76.0000,89.175,3233.5
Male,76,No,0,Temecula,76.0000,49.15,2550.9
Female,58,No,0,Mckinleyville,58.0000,96.75,4442.75
Female,26,Yes,0,Laytonville,26.0000,19.1,1372.45
Male,33,No,0,"Los Angeles",33.0000,19.575000000000003,615.25
Female,58,No,0,Orange,58.0000,20.1,302.45
Female,48,No,0,Cutler,48.0000,89.4,1871.15
Male,52,Yes,2,"San Jose",52.0000,19.8,1396.25
Female,55,No,0,Alameda,55.0000,21.05,531.55
Female,29,No,0,"San Francisco",29.0000,90.6,4027.0499999999997
Male,64,Yes,0,"San Diego",64.0000,62.575,391.35
Female,31,Yes,0,"Mission Viejo",31.0000,89.9,5958.85
Female,35,No,0,Surfside,35.0000,19.4,578.5
Male,33,No,0,"Newport Beach",33.0000,-2,4138.9
Male,38,No,0,Stockton,38.0000,35.55,35.55
Female,19,No,0,Helendale,19.0000,44.95,2168.9
Male,38,No,0,"San Diego",38.0000,67.725,2760.15
Male,44,No,2,"North Palm Springs",44.0000,20,1250.1
Male,23,No,0,"Shingle Springs",23.0000,48.4,3442.8
Female,56,Yes,0,Saratoga,56.0000,94.65,1461.15
Female,57,No,0,Concord,57.0000,58.95,955.15
Female,27,No,0,Woodacre,27.0000,100.3,4483.95
Male,59,Yes,0,"North Hollywood",59.0000,105.6,7581.5
Female,21,Yes,3,"West Covina",21.0000,19.55,265.3
Male,29,No,0,Concord,29.0000,60.9,414.1
Male,56,Yes,3,Olivehurst,56.0000,20.05,345.9
Female,32,Yes,3,"San Francisco",32.0000,103.75,7039.45
Female,63,Yes,1,Trinidad,63.0000,113.35,7222.75
Female,53,No,0,"Garden Grove",53.0000,64.4,2088.75
Male,51,No,0,Sacramento,51.0000,55.475,854.7750000000001
Female,26,Yes,1,Altadena,26.0000,82.4,1592.35
Male,61,Yes,0,Cassel,61.0000,104.05,6605.55
Female,68,Yes,0,Pixley,68.0000,85.7,2067
Female,34,No,0,Columbia,34.0000,53.85,259.8
Female,57,No,0,Escondido,57.0000,20.05,39.25
Male,36,Yes,0,"Sheep Ranch",36.0000,102.25,1359
Male,30,Yes,0,"Hamilton City",30.0000,69.1,4096.9
Female,40,No,0,"West Hollywood",40.0000,93.525,4288.55
Female,70,No,0,"San Luis Obispo",70.0000,84.6,865.55
Female,62,No,0,"Pine Grove",62.0000,85.4,425.9
Female,20,No,0,"San Diego",20.0000,77.375,2844.925
Male,32,No,0,Livermore,32.0000,86.4,4922.4
Male,21,Yes,0,"Lucerne Valley",21.0000,101.15,385.9
Female,23,No,0,Clarksburg,23.0000,19.5,31.55
Male,55,No,0,Honeydew,55.0000,69.4,4237.5
Female,72,Yes,0,"San Diego",72.0000,101.25,2754.45
Male,57,No,0,Coalinga,57.0000,45.7,45.7
Female,29,Yes,0,Cressey,29.0000,93.45,4872.2
Male,47,Yes,0,Burney,47.0000,104.3,5278.15
Male,34,No,0,"Imperial Beach",34.0000,64.9,1509.8
Male,53,Yes,3,"El Monte",53.0000,19.45,113.5
Male,46,No,0,"River Pines",46.0000,44.55,343.45
Female,43,Yes,0,"Los Angeles",43.0000,99.5,1056.95
Male,46,Yes,0,"Los Angeles",46.0000,96.5,5673.7
Male,21,Yes,0,"Forks Of Salmon",21.0000,100.85,3527.3
Male,31,No,0,"Marina Del Rey",31.0000,105.35,5794.45
Male,38,No,0,Loomis,38.0000,20.1,730.1
Male,29,Yes,1,Redding,29.0000,20.2,1376.5
Male,29,Yes,0,Monterey,29.0000,115.15,8349.45
Female,74,Yes,0,Pittsburg,74.0000,113,7987.6
Female,33,No,2,"Los Angeles",33.0000,29.8,201.95
Male,53,Yes,0,"Clearlake Oaks",53.0000,80.8,4860.85
Male,29,Yes,2,"Sun City",29.0000,85.5,4713.4
Male,37,Yes,0,"San Jose",37.0000,69.9,4226.7
Female,79,Yes,1,Randsburg,79.0000,95.8,1346.3
Male,66,Yes,0,Lakewood,66.0000,104.15,7689.95
Male,35,No,0,Paradise,35.0000,83.05,1799.3
Female,55,No,0,"Westlake Village",55.0000,83.75,247.25
Female,70,Yes,0,Felton,70.0000,89.45,5294.6
Female,40,No,0,Ludlow,40.0000,75.25,242
Male,42,No,3,Alta,42.0000,19.55,19.55
Male,23,No,0,"San Jose",23.0000,74.65,544.55
Male,78,Yes,0,"Los Molinos",78.0000,29.9,118.25
Female,22,No,0,Brawley,22.0000,80.5,1011.8
Male,20,No,0,Oakland,20.0000,50.15,160.85
Female,74,No,0,Klamath,74.0000,89.6,5538.8
Female,33,No,0,Calpine,33.0000,76.35,2606.35
Female,36,No,0,"Big Bar",36.0000,100.05,5299.65
Female,50,No,0,"Dos Palos",50.0000,20.25,1029.8
Female,40,Yes,0,"Mokelumne Hill",40.0000,20.65,875.55
Female,40,No,1,Chico,40.0000,53.45,718.1
Female,44,No,0,"Santa Ana",44.0000,100.25,3527.6
Male,54,No,0,Winters,54.0000,80.7,788.8
Female,24,Yes,0,Hesperia,24.0000,80.8,2369.3
Male,46,Yes,1,Vacaville,46.0000,92.95,4122.9
Female,22,Yes,0,Encino,22.0000,85.3,4107.25
Male,67,Yes,0,Palmdale,67.0000,98.7,5812.6
Male,42,No,0,Tulare,42.0000,30.1,1623.4
Female,21,No,0,"Woodland Hills",21.0000,80.3,526.7
Male,71,Yes,0,Jolon,71.0000,73.65,1463.5
Male,46,No,0,"Mountain View",46.0000,98.15,1230.25
Male,19,Yes,3,Clearlake,19.0000,35.5,432.25
Female,23,No,0,Novato,23.0000,94.1,5060.9
Female,61,No,0,"Agoura Hills",61.0000,19.65,244.8
Female,25,No,0,Oakland,25.0000,69.9,497.3
Male,28,No,0,Covina,28.0000,99,4298.45
Male,40,Yes,3,"Pleasant Grove",40.0000,104.1,6700.05
Male,35,No,3,"Rancho Cordova",35.0000,109.2,5290.45
Female,57,Yes,2,Alameda,57.0000,20.3,1296.15
Male,45,No,0,Claremont,45.0000,96.2,3183.4
Female,37,Yes,1,Hornitos,37.0000,20,196.35
Female,23,No,0,"Thousand Palms",23.0000,70.8,70.8
Male,31,Yes,1,"Woodland Hills",31.0000,19.8,677.05
Male,38,No,0,Bodfish,38.0000,89.55,89.55
Female,28,No,0,Monrovia,28.0000,19.65,19.65
Female,57,Yes,0,Soquel,57.0000,24.25,1641.8
Female,59,Yes,0,Castaic,59.0000,70.65,5011.15
Female,46,Yes,0,Glendale,46.0000,90.1,2312.55
Female,34,No,0,"Agoura Hills",34.0000,29.2,98.5
Male,61,Yes,0,Monterey,61.0000,39,2337.45
Male,30,Yes,0,"San Diego",30.0000,99.45,7007.6
Male,32,Yes,1,Fiddletown,32.0000,50.35,1285.8
Female,27,Yes,3,"Squaw Valley",27.0000,50.85,2036.55
Female,42,Yes,0,"Santa Ynez",42.0000,51.45,1758.9
Female,40,Yes,2,Forbestown,40.0000,80.85,5824.75
Female,50,No,0,Wilseyville,50.0000,54.2,140.4
Male,31,No,0,Corona,31.0000,49.4,874.8
Female,78,Yes,0,"Junction City",78.0000,60.65,3975.9
Female,59,No,2,Escondido,59.0000,48.8,953.65
Male,72,No,1,"Los Angeles",72.0000,45.75,344.2
Male,71,No,2,"Glen Ellen",71.0000,94.8,5264.3
Female,27,No,0,"Port Hueneme",27.0000,20,137.6
Male,54,No,0,"San Diego",54.0000,96.5,492.55
Female,73,Yes,0,"Garden Grove",73.0000,100.8,6690.75
Male,47,No,2,Clements,47.0000,19.45,136.75
Male,46,No,0,Lawndale,46.0000,19.05,19.05
Male,66,No,0,Santee,66.0000,69.7,572.85
Female,47,Yes,2,Acampo,47.0000,106.05,6703.5
Female,63,Yes,0,Angwin,63.0000,90.55,5116.6
Female,38,No,0,"South El Monte",38.0000,24.85,962.25
Male,30,No,0,Stockton,30.0000,74.35,4317.35
Female,29,Yes,0,Glendale,29.0000,-4,24.8
Female,63,No,0,"San Diego",63.0000,64.5625,1681.6
Male,39,Yes,0,"San Diego",39.0000,-7,825.7
Female,49,No,0,Nicolaus,49.0000,69.05,1815.65
Female,35,Yes,3,Plymouth,35.0000,80.45,5886.85
Male,79,Yes,0,Burbank,79.0000,101.5,2917.65
Male,27,No,0,"San Diego",27.0000,32.075,350.47499999999997
Female,51,No,0,"Sierra City",51.0000,70.85,70.85
Female,57,Yes,3,Fresno,57.0000,78.45,5333.35
Female,77,Yes,0,"Parker Dam",77.0000,103.5,6479.4
Male,59,Yes,3,"Oak Park",59.0000,-9,4663.4
Male,43,Yes,2,Zenia,43.0000,20.6,414.95
Female,59,Yes,0,Fresno,59.0000,19.8,229.6
Female,25,No,0,Guatay,25.0000,70.25,2868.05
Female,37,No,1,Cobb,37.0000,54.75,1266.35
Female,25,No,0,Sacramento,25.0000,113.15,7993.3
Male,19,Yes,0,Hayward,19.0000,25.15,1327.15
Female,54,Yes,3,"San Jose",54.0000,21.05,139.75
Male,56,No,0,"San Jose",56.0000,70.55,1493.55
Male,57,No,0,Glendale,57.0000,21.5,743.4
Female,48,Yes,0,Temecula,48.0000,35.65,646.05
Female,21,Yes,2,Stanford,21.0000,19.6,780.25
Female,19,No,0,"San Gregorio",19.0000,19.5,27.55
Female,28,Yes,2,Colfax,28.0000,19.9,1397.3
Female,63,Yes,1,"North Hollywood",63.0000,108.65,7726.35
Female,44,No,0,Calimesa,44.0000,19.65,391.7
Female,70,Yes,0,"Los Angeles",70.0000,105.4,7035.6
Female,36,Yes,2,Encinitas,36.0000,109.6,5953
Male,49,Yes,0,"San Diego",49.0000,69.9,69.9
Male,56,Yes,3,Whittier,56.0000,92.15,6480.9
Male,55,Yes,1,Sacramento,55.0000,19.85,19.85
Male,29,No,0,"Los Angeles",29.0000,20.225,20.225
Male,47,Yes,1,Hayward,47.0000,19.9,505.45
Female,68,No,0,Mendocino,68.0000,85.05,85.05
Male,54,Yes,0,Bakersfield,54.0000,63.81666666666666,2046.3833333333332
Female,38,Yes,2,"San Francisco",38.0000,108.25,5935.1
Female,29,Yes,0,"Los Angeles",29.0000,20.35,1267
Male,69,Yes,0,Rosemead,69.0000,98.75,1587.55
Female,48,No,1,"Rancho Cucamonga",48.0000,71.05,472.65
Female,75,Yes,0,"Agoura Hills",75.0000,30.75,82.85
Male,76,Yes,0,Irvine,76.0000,25.65,1740.8
Female,63,Yes,0,"El Dorado",63.0000,85.5,4421.95
Male,35,No,0,"Angelus Oaks",35.0000,-7,69.75
Female,24,Yes,2,Portola,24.0000,20.35,1442.65
Female,46,Yes,0,Westwood,46.0000,44.474999999999994,321.075
Male,62,Yes,0,"San Diego",62.0000,65.46666666666667,2402.733333333333
Female,38,No,0,Concord,38.0000,19.6,59.75
Male,33,Yes,1,"Shaver Lake",33.0000,75.85,4261.2
Male,34,Yes,0,Campbell,34.0000,80,5040.2
Male,72,No,1,Bridgeport,72.0000,54.55,601.25
Female,43,Yes,3,"Lee Vining",43.0000,19.7,494.05
Male,47,Yes,0,Fawnskin,47.0000,105.5,7611.55
Female,19,Yes,3,Boonville,19.0000,105.1,7234.8
Female,27,Yes,0,"La Palma",27.0000,99.8,5515.45
Male,62,No,0,Magalia,62.0000,76.65,1313.55
Female,33,Yes,1,"French Gulch",33.0000,25.1,428.45
Male,45,No,0,Corona,45.0000,19.55,223.15
Female,52,Yes,2,Coleville,52.0000,51,2264.5
Female,78,No,0,Woodbridge,78.0000,95.05,4504.55
Female,35,Yes,0,"San Pedro",35.0000,101.05,5971.25
Female,34,Yes,1,Placentia,34.0000,74.25,4859.25
Female,42,No,0,Pioneertown,42.0000,54.55,2455.05
Female,24,Yes,2,Encino,24.0000,19.4,1083
Female,34,No,0,"Spring Valley",34.0000,19.25,19.25
Female,58,Yes,0,"Mission Viejo",58.0000,54.4,3723.65
Female,62,Yes,3,Berkeley,62.0000,20.35,20.35
Male,27,Yes,0,"Twain Harte",27.0000,49.8,836.35
Female,60,Yes,0,Berkeley,60.0000,51.1,711.15
Male,52,Yes,2,Richgrove,52.0000,64.4,1802.15
Male,67,Yes,0,"Klamath River",67.0000,105.8,2998
Male,21,Yes,1,Oakley,21.0000,46.724999999999994,2089.975
Female,46,No,0,Campbell,46.0000,108.25,6780.1
Female,67,No,0,Grimes,67.0000,89.85,1424.95
Female,59,Yes,0,Winnetka,59.0000,105.95,1348.9
Male,43,No,2,"San Jacinto",43.0000,55,3092.65
Male,38,No,0,"Porter Ranch",38.0000,100.45,3801.7
Female,29,Yes,3,Kingsburg,29.0000,39.4,1978.65
Female,36,No,0,"Los Angeles",36.0000,74.38333333333334,2263.75
Female,39,No,3,Bakersfield,39.0000,77.55,3471.1
Male,64,Yes,2,Ocotillo,64.0000,70.65,70.65
Male,36,Yes,0,"Los Angeles",36.0000,68.4,4260
Female,78,No,0,"Los Angeles",78.0000,71.425,2830.325
Female,58,No,0,"San Lorenzo",58.0000,24.6,605.25
Male,66,Yes,0,"Sunset Beach",66.0000,23.95,1756.2
Male,41,Yes,1,Hood,41.0000,98.45,6145.2
Female,38,No,0,Palmdale,38.0000,20.1,407.05
Male,32,Yes,0,Fresno,32.0000,53.8,1389.85
Female,48,Yes,3,Byron,48.0000,111.45,7266.95
Female,47,No,0,"Moreno Valley",47.0000,19.85,19.85
Female,53,Yes,0,Winchester,53.0000,84.15,4164.4
Female,53,Yes,0,Coachella,53.0000,70.25,2198.9
Male,33,No,0,Vallecito,33.0000,53.35,3090.05
Female,64,No,0,Farmersville,64.0000,24.8,475.25
Female,36,No,0,"San Diego",36.0000,76.5,2515.1749999999997
Male,64,No,0,Chico,64.0000,29.85,75.6
Female,39,No,0,"Boulder Creek",39.0000,85.7,169.8
Female,35,Yes,3,"Oregon House",35.0000,94.15,5811.8
Female,59,Yes,0,Brawley,59.0000,108.75,7156.2
Male,62,No,0,"Santa Ana",62.0000,39.1,1309
Male,55,No,0,"San Clemente",55.0000,70.6,2708.2
Female,57,No,0,Glendale,57.0000,19.75,19.75
Male,59,No,0,"Fall River Mills",59.0000,74.95,74.95
Female,59,Yes,2,"South Pasadena",59.0000,20.4,321.4
Male,66,Yes,0,Fresno,66.0000,92.65,5178.95
Male,61,Yes,2,Shoshone,61.0000,74.55,3023.55
Female,22,Yes,2,Garberville,22.0000,109.3,7337.55
Female,58,Yes,1,"Redwood City",58.0000,19.55,1463.45
Female,65,Yes,0,"Santa Monica",65.0000,32.8,2145.15
Male,45,No,0,Brookdale,45.0000,106.65,5168.1
Male,42,Yes,0,Fresno,42.0000,88.8,1672.35
Female,33,Yes,0,"Desert Hot Springs",33.0000,85.4,5869.4
Male,20,Yes,0,"Los Angeles",20.0000,25.4,1139.2
Male,54,Yes,3,"Cathedral City",54.0000,69.7,3686.05
Female,25,Yes,0,"Santa Margarita",25.0000,90.15,2423.4
Female,60,No,0,Torrance,60.0000,59.675,958.9749999999999
Female,44,Yes,1,"Squaw Valley",44.0000,90.45,2509.25
Male,35,Yes,2,Palermo,35.0000,64.15,3491.55
Female,45,No,0,"Sun City",45.0000,52.7,1469.775
Male,33,No,0,"Santa Clara",33.0000,19.45,69.25
Female,55,Yes,0,Escondido,55.0000,60,1347.15
Male,38,Yes,0,"Amador City",38.0000,79.95,857.2
Male,39,Yes,0,Lindsay,39.0000,89.4,5597.65
Female,26,No,0,"Happy Camp",26.0000,83.9,3233.6
Male,22,Yes,0,Lockwood,22.0000,62.15,3778.85
Female,21,Yes,0,"Capistrano Beach",21.0000,95,2462.55
Male,20,No,0,Soquel,20.0000,19.65,19.65
Male,54,No,0,"La Puente",54.0000,91.1,1135.7
Male,63,No,0,"Big Creek",63.0000,73.6,520
Female,65,No,0,Friant,65.0000,74.45,294.45
Female,70,No,0,Posey,70.0000,85.2,695.75
Female,24,Yes,0,Korbel,24.0000,54.2,690.5
Female,54,No,0,Lakehead,54.0000,59.5,415.95
Female,56,Yes,0,Rodeo,56.0000,80.3,4513.65
Female,42,Yes,2,"Redwood City",42.0000,23.05,1255.1
Male,60,Yes,0,"Grizzly Flats",60.0000,48.35,1067.15
Male,63,Yes,1,Perris,63.0000,49.6,939.8
Male,47,Yes,2,Brisbane,47.0000,56.4,3948.45
Male,54,No,0,"San Joaquin",54.0000,86.05,244.85
Female,49,No,0,"San Diego",49.0000,49.65,267.35
Male,32,Yes,0,"Junction City",32.0000,20.55,1067.65
Male,27,No,0,"Los Angeles",27.0000,71.95,3026.5833333333335
Female,19,No,0,Groveland,19.0000,48.25,202.25
Male,30,No,0,Imperial,30.0000,108.45,4964.7
Male,51,Yes,3,"San Miguel",51.0000,75.5,1901.05
Male,77,Yes,0,"Avila Beach",77.0000,100.55,4304
Female,48,Yes,0,Anaheim,48.0000,19,233.55
Female,51,No,0,"Los Angeles",51.0000,76.85,663.55
Female,45,No,0,Hemet,45.0000,65.1,3846.75
Male,61,Yes,1,"Palos Verdes Peninsula",61.0000,20.4,745.3
Male,21,No,3,Posey,21.0000,26.35,184.05
Male,55,Yes,1,Wendel,55.0000,20.05,400
Male,68,No,0,"Los Angeles",68.0000,86.75,2435.625
Female,20,Yes,0,"Santa Ynez",20.0000,19.8,160.05
Female,26,No,0,Lafayette,26.0000,49.6,114.7
Female,53,Yes,0,Fremont,53.0000,91.15,6637.9
Male,37,Yes,0,"Los Angeles",37.0000,105.95,5341.8
Male,25,No,0,Farmington,25.0000,75.3,1570.7
Female,37,Yes,0,"San Jose",37.0000,115,7396.15
Male,32,No,0,"Somes Bar",32.0000,65.25,209.9
Male,49,No,0,Redding,49.0000,19.15,1035.5
Male,74,No,0,Greenbrae,74.0000,90.45,1266.1
Female,49,No,0,"Los Angeles",49.0000,52.025,2147.975
Female,45,No,0,Windsor,45.0000,26.1,1759.55
Male,63,No,0,"San Diego",63.0000,20.1,20.1
Male,48,Yes,0,Ontario,48.0000,25.45,1538.6
Male,31,No,0,"Seal Beach",31.0000,19.65,1025.05
Female,46,Yes,0,Janesville,46.0000,20.4,292.4
Female,41,Yes,2,"Santa Margarita",41.0000,50.2,2169.4
Male,42,Yes,3,"Lemon Grove",42.0000,24.8,1229.1
Male,22,No,0,"North Hollywood",22.0000,54.4,114.1
Female,66,No,0,Glenhaven,66.0000,80.25,303.7
Female,74,No,0,Cutler,74.0000,99.95,3186.65
Male,20,Yes,1,Jenner,20.0000,19.45,86.05
Female,70,No,0,Montara,70.0000,110.5,2857.6
Male,64,No,0,Planada,64.0000,54.3,195.3
Male,78,No,0,"Los Angeles",78.0000,37.15,404.05
Female,46,Yes,0,"San Diego",46.0000,52.475,482.5
Male,40,No,0,"La Grange",40.0000,96.8,5283.95
Female,51,Yes,0,"San Diego",51.0000,56.3,2780.6
Female,30,Yes,0,Alamo,30.0000,80.45,5662.25
Male,49,Yes,0,Winnetka,49.0000,66.4,3958.2
Female,68,Yes,0,Madera,68.0000,96.55,6581.9
Female,33,Yes,0,Stonyford,33.0000,81.3,5129.3
Female,56,Yes,0,"Lee Vining",56.0000,66.85,4758.8
Female,66,Yes,0,"Huntington Park",66.0000,85.35,1375.15
Male,23,Yes,3,Phillipsville,23.0000,20,860.85
Female,24,Yes,1,"San Diego",24.0000,19.7,599.25
Male,77,No,0,"Forest Knolls",77.0000,43.65,526.95
Male,60,No,0,"San Jose",60.0000,53.85,2200.7
Male,48,Yes,3,"La Habra",48.0000,19.65,332.65
Female,69,No,0,"Rancho Cucamonga",69.0000,88.85,372.45
Male,68,No,0,"Sheep Ranch",68.0000,44.05,3011.65
Male,62,No,3,"Mission Hills",62.0000,79.9,79.9
Male,55,Yes,0,Yorkville,55.0000,110.6,7962.2
Female,64,Yes,3,Volcano,64.0000,20.7,1482.3
Female,61,No,0,Montrose,61.0000,21.1,741
Male,80,Yes,1,"Foothill Ranch",80.0000,107.15,7379.8
Male,40,Yes,3,"Los Angeles",40.0000,84.8,6152.4
Female,43,Yes,2,"Twain Harte",43.0000,24.7,1685.9
Male,62,Yes,3,"North Hollywood",62.0000,55.35,1636.95
Male,58,No,0,"West Sacramento",58.0000,19.35,1240.8
Male,70,No,0,"Ladera Ranch",70.0000,89.95,1648.45
Female,52,Yes,2,"Rio Dell",52.0000,69.05,3842.6
Male,24,Yes,0,Redlands,24.0000,70.05,564.4
Female,69,No,0,Somis,69.0000,78.55,149.55
Female,57,Yes,0,"National City",57.0000,97.85,6841.3
Female,60,No,3,"Mc Farland",60.0000,20.45,1024.65
Male,21,No,0,"Santa Clara",21.0000,89.55,2187.15
Male,66,No,0,"Santa Ynez",66.0000,-5,3344.1
Male,27,Yes,0,"Old Station",27.0000,106.1,2249.95
Male,72,Yes,1,"Pinon Hills",72.0000,80.85,4079.55
Female,40,No,0,Hinkley,40.0000,50.3,913.3
Male,62,Yes,0,"Dutch Flat",62.0000,84.6,959.9
Male,56,Yes,2,Glendale,56.0000,108.4,7767.25
Female,30,No,0,Fellows,30.0000,75.5,220.6
Male,75,No,0,Inglewood,75.0000,110.75,5832
Male,57,No,0,Mather,57.0000,30.3,1380.1
Female,45,Yes,0,Prather,45.0000,98.4,5149.5
Female,73,No,0,Emeryville,73.0000,55,757.1
Male,58,Yes,0,Pearblossom,58.0000,99.35,6944.5
Female,59,Yes,0,Carson,59.0000,20.1,370.5
Female,42,No,0,"Grover Beach",42.0000,25.05,189.95
Female,40,Yes,2,"Santa Ana",40.0000,24.75,1342.15
Male,64,No,0,"Sequoia National Park",64.0000,24.25,24.25
Female,48,Yes,0,"Palomar Mountain",48.0000,86.45,5762.95
Female,49,Yes,0,"Los Angeles",49.0000,101.35,7323.15
Male,24,Yes,1,Shoshone,24.0000,55.25,3119.9
Male,61,No,0,Pacoima,61.0000,24.95,190.25
Female,33,No,0,"Kings Beach",33.0000,20.05,83.3
Male,25,Yes,2,Canby,25.0000,46.4,812.4
Male,28,Yes,0,"Mount Hermon",28.0000,68.5,2839.95
Male,33,No,0,"Lake Forest",33.0000,86.05,834.1
Male,20,No,1,Riverside,20.0000,19.55,128.6
Male,24,No,0,Magalia,24.0000,19.35,324.8
Male,63,Yes,0,Corona,63.0000,94.15,5731.85
Female,59,No,0,Woodbridge,59.0000,80,1029.35
Male,22,Yes,0,"Canyon Country",22.0000,102.45,6654.1
